series.name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Mozambique,MOZ,51564340.5,54567566.3,41774803.9,93303605,81609574.3,97566293.1,187345039.8,269182871.1,425899816.4,403782319.1,420050482.7,522185949.1,835198747.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Niger,NER,17442103.1,20122049,29138927.4,17434504.5,25876538,33943638.1,65092605.5,103340448.8,77555011.1,104039106.7,124521211.7,115095815.6,142600804.3,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Nigeria,NGA,3285164234,1729267864,426303505.6,306840482.9,351585928.9,251711268.8,393272037.3,264688908.3,397600255.5,355440495.3,342903202,1434051711,1388570813,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Rwanda,RWA,15023679.5,21577212.4,11018440.3,13932398.1,18308723.6,20591411.3,37400517.2,52880983.8,56573861,64754950.2,73330491.3,80288968.2,87136274.6,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Sao Tome and Principe,STP,2331674.4,3407108.4,2053761.7,1455327.8,1441785.1,11237096.3,5268821.5,12657024.7,1753458.7,1774944.4,3264299.9,3980587.2,8204524.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Senegal,SEN,210913777.6,182318030.3,137959662.3,148126363.3,246908527.8,227998219.2,252325207.6,228091558.8,239073616.7,266315975.9,439512426.3,608307550.8,905827213.6,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Sierra Leone,SLE,16454095.4,18519447.6,7071712.3,8802201.6,13031708.6,13407910.5,16879196.9,22362752.7,21466521.2,31944673.3,37293969.7,33700847.8,40295223.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Somalia,SOM,6716272.4,0,0,0,..,..,0,0,0,0,0,0,0,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,South Africa,ZAF,..,2322322994,3179613189,3221634452,3730918212,5909821835,8322646454,4160126489,15567267795,4673427383,4501350592,14188681156,4169602607,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Sudan,SDN,23242735.4,184980381,479643762.6,484001216.7,520106304.8,353779342.3,286523274.2,248576897.7,514163476.4,282457419.6,225611447.5,208574548,178771527.8,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Tanzania,TZA,136474943,145125453.2,53967751.2,85229309.7,72507391.4,79530450.2,201511291,154788845.4,194195812.6,455797272.3,490838731,869770210.2,901218330.3,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Togo,TGO,60040563.5,14577797.2,52612914.4,35802448.2,14810102,22540845.1,49945160.7,48077862.2,44155947.9,65711134,60481299.7,100630870.6,90611505.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Uganda,UGA,83733081.3,46850022.7,67157910.5,60976831.6,61758767.3,66132465.1,79828120.9,95571821.6,86319312.1,101540397.5,177491570,321295465.5,281183636,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Zambia,ZMB,171106568.8,155405273.1,71257881.3,57925403,68217114.2,139491571.6,227042081,172130423.5,285715315.3,471573164.7,492146329.4,726082183.8,908116684.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Zimbabwe,ZWE,371628824.7,214397446.7,14174858.6,15529950.6,22151935.8,20743673.6,121018647.1,134992831.5,154031919.5,151876794.1,138585680.8,89821183.8,64428680.5,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Angola,AGO,..,28242689198,73551119166,75712633817,78217688859,85734028675,91234838003,97331170696,1.00054E+11,97228082214,95934123102,91890741600,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Benin,BEN,4069437265,6498093609,9305761570,9481808905,9802658759,10228140922,10968286759,11676525517,11841670432,12228984677,12893027268,13769014351,14715596182,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Botswana,BWA,5170021517,8028766262,11510401268,12147305641,13239662732,13942076672,15067423173,15918325371,15604740720,15292433335,15970250236,16661495620,17159959097,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Burundi,BDI,..,1484708742,1914739328,2021328813,2097854609,2202177959,2318860003,2409244729,2319741778,2306518931,2314788216,2361524525,2406185518,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Cabo Verde,CPV,..,..,1598482239,1591147122,1663243911,1675577708,1702372730,1685929894,1725327389,1808965388,1878195186,1985734680,2102960774,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Cameroon,CMR,15221894230,16739325737,25193945276,25905071031,26965126229,28044530336,29439394414,31525714373,33114839055,34547975625,35704170704,37059351708,38617165870,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Central African Republic,CAF,..,..,2042029247,2152234701,2240908940,2354668878,1503205141,1506007789,1574051601,1650414419,1775721607,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Chad,TCD,..,..,8996161909,10312399365,10403055417,11341280351,11707999396,12556976173,13154896291,12465722934,12155871335,12423989615,12819054837,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Comoros,COM,575369013.6,703585057.2,873504286.4,907127359.3,944472718.3,973830729.2,1019510850,1042086857,1056759761,1093362622,1135446921,1174798203,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,"Congo, Dem. Rep.",COD,..,13432228491,19333841323,20654939478,21809708226,23155174756,24079325724,26496434285,28801119306,31557205076,32316537078,34232703680,35549870581,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,"Congo, Rep.",COG,7348195676,5816386904,8799085685,9033010283,9117871815,11160390867,12320454805,14685633761,19336251408,17581600867,16502459195,16054210995,16000394003,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Cote d'Ivoire,CIV,..,..,23526815773,23995589514,22937377801,25531083772,27495060942,30442683223,33262593472,35619946689,37951104706,40420297841,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Equatorial Guinea,GNQ,..,..,12473550486,9578455128,10333788413,11562670708,11696625428,11946658083,12812171095,12135384026,10773960634,10025743125,9721656254,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Eritrea,ERI,..,1441728643,1536436474,1569887473,1706742359,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Eswatini,SWZ,2466543646,3200319487,4187143489,4212627097,4511497064,4761520219,5018473930,5028290761,5184528389,4901838513,4974277999,4929851214,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Ethiopia,ETH,..,..,..,29825574928,..,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Gabon,GAB,10126082566,10906126408,12267435459,12484463860,12813824087,14455773937,15527570692,17535670859,17519251371,18064139744,18433032481,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,"Gambia, The",GMB,..,..,1428465605,1513386209,1383209567,1457980922,1498430625,1474433614,1533481829,1571624169,1647349895,1756873532,1862201463,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Ghana,GHA,..,..,29711725529,31663124545,35574136451,38028637301,42117963977,42833023148,44665860993,45918520015,49235477730,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Guinea,GIN,..,..,6389679045,6776357857,7096306219,7539420900,7567657858,7987541266,8435380325,9388887626,10434040456,10457438420,11026553653,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Guinea-Bissau,GNB,..,639690424,801872127.8,845414290.8,923451935.5,906902447.6,913769398.4,974414860.1,1024853915,1090637664,1126084860,1164134294,1224249853,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Kenya,KEN,20996557007,25942846017,36851389510,39852460837,42448620588,44182114585,46484664914,48826808748,51679987386,54603736486,56973295801,60740073138,63770348402,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Lesotho,LSO,..,..,2903889340,2999377702,3039041663,3122839033,3189012093,3219894896,3194203126,3354792381,3321586843,3314752679,3375611871,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Liberia,LBR,..,1578506484,1727441457,1818599900,2015182197,2099695652,2286572755,2302901968,2331563172,2293411490,2338447884,2298051925,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Madagascar,MDG,6269284742,7575019218,9807637440,9833984440,10001662511,10146384112,10355227221,10777247830,10991255608,11387429185,11958535104,12505363047,13063702822,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Malawi,MWI,..,..,6451136028,6851157459,7191688646,7262985977,7587865298,8042597510,8191955624,8669079244,8788674104,9075137646,9470350895,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Mali,MLI,4062599263,6031169173,9689045508,10269427724,10626746656,10512268422,10824429930,11669653973,12443530325,13092133738,13734698307,14475661079,15213262117,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Mauritania,MRT,3079950508,3907368786,5551947633,5559975527,5707325340,5930599716,6191235489,6407132620,6827488293,6982607201,7253228676,7473137674,7864090675,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Mauritius,MUS,3990043282,6688351814,9618418749,9912845467,10220623524,11096281361,11860518983,12300608016,12803082333,13259467339,13940274914,14464311464,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Mozambique,MOZ,..,4999264190,10159177980,10746701974,11744994114,12706533721,13608067999,14498438095,15353562471,15894565811,16327611022,17069917731,17375342603,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Namibia,NAM,5094042780,7361943315,10412313983,10835913878,11511762403,11918684905,13079351202,13788137837,14471723064,14163816450,14137903882,14044174723,13920777609,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Niger,NER,..,4815911140,7152494303,7748255935,7929567028,8693349994,9142037128,9784664727,10193681113,10773108313,11306959895,12114286102,12821704198,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Nigeria,NGA,1.38513E+11,1.56756E+11,3.20213E+11,3.43846E+11,3.62566E+11,3.79417E+11,4.05529E+11,4.38454E+11,4.54052E+11,4.49091E+11,4.49443E+11,4.51808E+11,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Rwanda,RWA,2763883257,2771080085,5689928313,6105004897,6581504725,7121529545,7422181452,7843993935,8524676647,9024066854,9293835409,10100428367,11056768051,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Sao Tome and Principe,STP,..,..,..,198044441.2,..,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Senegal,SEN,7854594899,10761096266,15509739024,16080764988,16213873264,17029964392,17499685065,18610196968,19727718052,20878849244,22382077791,23870772736,25136876480,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Seychelles,SYC,..,..,..,917765248.2,..,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Sierra Leone,SLE,..,..,2659523989,2606465307,2701234616,3260201599,3789882425,3902994327,3120520645,2991083103,3386818947,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,South Africa,ZAF,2.15889E+11,2.61325E+11,3.56236E+11,3.67345E+11,3.77611E+11,3.85418E+11,3.95434E+11,4.0258E+11,4.08086E+11,4.08439E+11,4.13085E+11,4.15653E+11,4.1772E+11,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Sudan,SDN,17695406158,31627402978,57170324815,57572862375,60258148682,61032605035,63076428924,66851606938,70108815054,73378062799,75124688607,70952217920,71772808601,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Tanzania,TZA,12185998083,16825253153,29795086967,31436649841,33832682826,35500994882,37861789661,40366535118,42740502299,45507569315,48574278169,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Togo,TGO,2166175838,2690999975,3214146566,3405968906,3866868267,3893868325,4150366184,4414574871,4781376428,4926943210,5095784801,5360906185,5646800513,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Uganda,UGA,6778100834,12762533133,24749975592,26129414050,28623197344,29548246844,30569129064,32094122194,33897996618,35416727728,36580853288,38637185735,41230197651,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Zambia,ZMB,..,..,..,18902559484,..,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Zimbabwe,ZWE,..,..,8674786731,10614338700,11876254531,14008390574,14797871594,15193583094,15221205627,15596974870,16282801176,17611093870,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Angola,AGO,..,1722.590693,3266.865114,3241.643962,3229.378788,3414.619415,3506.90381,3612.648248,3588.163995,3371.00238,3217.457622,2982.520332,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Benin,BEN,817.4029397,946.4229513,1040.365048,1030.71442,1036.130948,1051.277645,1096.325682,1135.093308,1119.678912,1124.8077,1153.717397,1198.864328,1246.96279,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Botswana,BWA,4017.872477,4885.657001,5892.20018,6113.066819,6569.241636,6835.855868,7305.289786,7621.477866,7358.241613,7080.013803,7242.323455,7391.554696,7448.878519,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Burundi,BDI,..,232.7541569,228.0084576,232.9900349,234.1772196,238.1765971,243.0597232,244.7350714,228.320367,219.9198484,213.7972739,211.3149573,208.6786196,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Cabo Verde,CPV,..,..,3284.5233,3229.745667,3334.116281,3316.432369,3326.584041,3253.001615,3287.947413,3405.778049,3494.336129,3651.811676,3824.016973,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Cameroon,CMR,1292.171521,1078.98576,1273.069651,1273.524611,1289.803204,1305.291279,1333.469087,1389.908815,1421.337282,1443.918639,1453.395152,1469.662254,1492.371262,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Central African Republic,CAF,..,..,470.771274,490.6196774,507.1494779,530.7593807,337.9552028,337.3541111,350.3209539,363.7127062,386.3600498,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Chad,TCD,..,..,778.2048022,862.8080675,841.6038083,887.0944172,885.5993875,919.012109,932.2457372,856.0643359,809.4862548,802.6999281,803.8599433,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Comoros,COM,1397.904278,1297.272935,1297.440314,1315.264436,1336.70274,1345.309771,1374.921073,1372.268343,1359.309413,1374.275535,1395.083034,1411.470804,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,"Congo, Dem. Rep.",COD,..,285.1500468,309.5962019,319.914909,326.7119802,335.4813699,337.4401386,359.1887121,377.7466268,400.5274113,397.0150834,407.2021057,409.6052349,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,"Congo, Rep.",COG,3117.953202,1859.80893,2122.618997,2113.612271,2074.674736,2474.47914,2665.172351,3100.214137,3981.851963,3529.733868,3229.000477,3061.23184,2973.770135,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Cote d'Ivoire,CIV,..,..,1172.872195,1168.63819,1090.767707,1184.891679,1244.824209,1344.185329,1432.118689,1495.209433,1552.988352,1612.347067,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Equatorial Guinea,GNQ,..,..,13834.9205,10150.55029,10471.45665,11212.92826,10866.29893,10645.02679,10963.99276,9986.49913,8537.204514,7659.237789,7169.43704,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Eritrea,ERI,..,628.9123106,492.4602149,495.1646929,531.038341,..,..,..,..,..,..,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Eswatini,SWZ,2999.128968,3183.019774,3959.59731,3956.123892,4208.360444,4411.723487,4617.495259,4591.958292,4695.94363,4400.277304,4422.551439,4338.928238,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Ethiopia,ETH,..,..,..,340.3193425,..,..,..,..,..,..,..,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Gabon,GAB,10664.78204,8878.607581,7818.991986,7686.81509,7606.291029,8261.943563,8545.384684,9308.669104,8994.905427,8996.654541,8927.173167,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,"Gambia, The",GMB,..,..,820.8256288,843.9602863,748.4304909,765.3398967,763.0606669,728.4599893,735.1796522,731.2808383,744.0961019,770.5240959,793.200453,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Ghana,GHA,..,..,1229.233349,1277.788999,1401.234552,1462.839686,1582.92734,1573.327966,1603.846896,1612.197426,1690.693363,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Guinea,GIN,..,..,641.2463168,664.8587953,680.9966861,707.7919991,694.7388101,716.3086487,737.8687362,799.8411055,864.6369783,842.3691434,863.3890266,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Guinea-Bissau,GNB,..,532.4980367,540.3738661,555.2442178,590.8243343,565.0556472,554.3852678,575.7459265,589.945162,611.8800631,615.9709672,621.1005199,637.3240834,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Kenya,KEN,885.0128387,811.6128754,900.9724931,948.1755858,983.1017632,996.3625843,1021.194602,1045.542369,1079.402329,1113.18776,1134.440955,1181.874211,1212.964225,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Lesotho,LSO,..,..,1459.14482,1503.009751,1516.649057,1549.803738,1572.088845,1575.725063,1551.321296,1616.766633,1588.203014,1572.364861,1588.322918,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Liberia,LBR,..,554.1621441,460.1439152,467.3434916,501.6081615,507.7052175,538.2281043,528.2484979,521.3424112,500.0038132,497.3063587,476.8754707,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Madagascar,MDG,540.5192786,480.4409478,476.813732,464.9277522,459.9741396,454.0451566,450.9870267,456.8588154,453.5452544,457.4297165,467.6684616,476.1704294,484.3914907,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Malawi,MWI,..,..,456.6156039,471.2063471,480.6599928,471.744844,479.054008,493.727724,489.2091606,503.8612978,497.3709557,500.1918142,508.3729408,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Mali,MLI,480.785928,550.970582,664.4784614,682.3833373,684.9517758,657.8597002,658.0254967,689.11671,713.5551772,728.7403901,741.919079,758.7743107,773.8955197,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Mauritania,MRT,1513.975748,1485.56785,1636.097397,1591.203561,1585.963768,1600.030572,1621.806214,1629.942034,1687.340683,1677.086629,1693.661026,1697.160182,1737.653319,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Mauritius,MUS,3768.546936,5635.271688,7710.594149,7927.739497,8160.803961,8835.449,9423.184137,9755.156111,10140.21197,10494.46038,11023.35253,11431.50017,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Mozambique,MOZ,..,282.2541099,443.7347308,456.6928661,485.581413,511.0692039,532.3819257,551.561599,567.7672264,571.1318339,569.9189163,578.7204951,572.1966016,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Namibia,NAM,3555.045715,4102.341626,5003.408858,5113.996339,5337.671937,5430.459173,5855.962678,6064.90538,6251.543504,6006.60313,5884.41115,5736.401937,5580.521224,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Niger,NER,..,424.9999484,451.4570637,470.6173572,463.3174269,488.5224325,494.0505375,508.5543079,509.6416789,518.2159923,523.4104641,539.7814094,550.0347886,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Nigeria,NGA,1454.775282,1281.898988,2074.926749,2169.328714,2226.992985,2268.852274,2360.942914,2485.495327,2506.668662,2414.9834,2354.667688,2306.616974,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Rwanda,RWA,379.1916588,349.2805023,581.6275261,608.1083132,639.395034,675.0471005,686.505289,707.7095136,749.8129484,773.3488391,775.7185777,821.0436068,875.6483593,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Sao Tome and Principe,STP,..,..,..,1097.983829,..,..,..,..,..,..,..,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Senegal,SEN,1043.618723,1098.325007,1257.367929,1268.384388,1243.985796,1270.704061,1269.710622,1312.91359,1353.210106,1392.524111,1451.554884,1505.628277,1542.483739,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Seychelles,SYC,..,..,..,10223.51842,..,..,..,..,..,..,..,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Sierra Leone,SLE,..,..,423.9816306,406.2677682,411.570294,485.6852527,552.1406567,556.2083843,435.1029091,408.1251493,452.2735066,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,South Africa,ZAF,5866.468179,5811.402576,7057.38879,7172.338975,7261.164596,7294.889683,7365.236074,7380.568432,7367.990621,7267.133676,7247.040214,7193.758736,7133.411843,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Sudan,SDN,690.1427129,944.8233419,1331.832973,1306.88874,1496.53803,1686.273166,1701.432163,1760.28791,1802.146497,1841.474955,1840.687029,1697.359231,1676.416266,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Tanzania,TZA,497.2857637,516.9250276,712.2774804,729.9913191,762.8474548,777.0429782,804.3190371,832.2117018,855.1361265,883.6318622,915.3949571,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Togo,TGO,573.926013,546.4622862,514.1947542,530.3860417,586.2494971,574.8419353,596.7696165,618.4612954,652.9118213,656.0552197,661.9213287,679.5338204,698.6568676,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Uganda,UGA,390.5697667,539.6380683,787.9373452,805.7629051,855.0128924,855.0045778,856.3921667,869.4731662,886.7912335,893.2901789,888.694428,904.3620539,931.3434781,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Zambia,ZMB,..,..,..,1389.282795,..,..,..,..,..,..,..,..,..,..
GNI per capita (constant 2010 US$),NY.GNP.PCAP.KD,Zimbabwe,ZWE,..,..,692.4889352,835.9245748,921.0457175,1068.109085,1108.425243,1118.270392,1101.817908,1111.656545,1143.716571,1219.687784,..,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Angola,AGO,..,26862.68803,50944.64909,50551.34153,50360.07407,53248.78189,54687.89735,56336.91348,55955.09739,52568.60242,50174.17119,46510.47608,..,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Benin,BEN,460974.7992,533735.6997,586714.3926,581271.9159,584326.5697,592868.5568,618273.4199,640136.4424,631443.4861,634335.8685,650639.5066,676100.1411,703225.2933,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Botswana,BWA,21444.81952,26076.49527,31448.77548,32627.61957,35062.38739,36485.40271,38990.93909,40678.54773,39273.56189,37788.56076,38654.8653,39451.3657,39757.32341,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Burkina Faso,BFA,203660.744,..,..,..,..,..,..,..,369560.2095,370938.8213,394385.6316,412880.3289,425550.1795,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Burundi,BDI,..,172682.3129,169161.4377,172857.3128,173738.0954,176705.268,180328.1012,181571.0565,169392.846,163160.429,158618.0382,156776.3861,154820.4645,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Cabo Verde,CPV,..,..,257127.4123,252839.1702,261009.7762,259625.3993,260420.1183,254659.7516,257395.4674,266619.7852,273552.5142,285880.4157,299361.429,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Cameroon,CMR,554775.3993,463247.1356,546574.284,546769.6146,553758.5962,560408.1801,572505.9199,596737.5114,610230.8753,619925.8584,623994.464,630978.5121,640728.3005,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Central African Republic,CAF,..,..,196952.8484,205256.6678,212172.1094,222049.5974,141387.6409,141136.1669,146561.0023,152163.6036,161638.3933,..,..,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Chad,TCD,212506.379,189706.566,323698.2398,358889.3977,350069.3784,368991.4282,368369.563,382267.7542,387772.3491,356084.3083,336709.9189,333887.1119,334369.6261,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Comoros,COM,489920.045,454652.0277,454710.6886,460957.4644,468470.8936,471487.3784,481865.1781,480935.4824,476393.7983,481638.9379,488931.2906,494674.6716,..,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,"Congo, Dem. Rep.",COD,..,97939.14307,106335.5488,109879.6665,112214.2245,115226.2055,115898.9745,123368.8546,129742.8541,137567.2628,136360.9001,139859.7887,140685.1801,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,"Congo, Rep.",COG,268464.4065,160134.6999,182763.3746,181987.8706,178635.241,213059.5075,229478.7212,266937.0239,342848.4825,303919.8624,278025.8844,263580.5401,256049.8451,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Cote d'Ivoire,CIV,..,..,934086.7194,930714.7166,868697.914,943659.1524,991389.9967,1070522.15,1140553.126,1190799.202,1236814.89,1284088.742,..,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Equatorial Guinea,GNQ,..,..,5837078.855,4282609.538,4418002.852,4730836.471,4584590.401,4491233.671,4625808.319,4213394.86,3601924.273,3231502.122,3024850.729,..
GNI per capita (constant LCU),NY.GNP.PCAP.KN,Eritrea,ERI,..,11675.93449,9142.662837,9192.872234,9858.876632,..,..,..,..,..,..,..,..,..
