Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Cameroon,CMR,516351058.4,559663725.8,402293277.9,203133827.3,331808073.1,237340165.2,274182091.9,530678084.1,508961959.1,927334682.1,720802187.8,1060126300.5,1170797718.5,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Central African Republic,CAF,29117739,14636548.9,31380646.1,3358435.9,1504811.4,4640045.4,6699903.1,12050715.1,17568691.7,25253855.6,35365506.7,26544297.8,30126311.1,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Chad,TCD,11822277.4,24981109.4,77692757.1,73142727.8,82802184.1,83445179,120086251.9,589336214.2,103140841.1,124615875.8,125657122.7,176980675.9,156978915.5,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Comoros,COM,1109305,3256025,11866146.8,4298754.2,3941055.9,12314523.3,591155.6,782360.6,7473546.7,6421827.5,4053480.3,6148966.5,4703289.3,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,"Congo, Dem. Rep.",COD,348142201.4,29746098.2,624518907.4,274408365.1,255389492.1,279054336.7,400977709.6,410787291.8,396754431.1,483967534.8,395907838,376355010.1,1279494184.5,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,"Congo, Rep.",COG,519476213.7,45038941.1,178673013.5,141442239.4,136755458.6,170696943.9,440835891.3,461130724.8,382709074,298010032.8,331695668.7,389099182.6,497172900.9,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Cote d'Ivoire,CIV,1261898083.4,1022458712.8,1133085395.5,751408112.1,730991382.3,720269252.2,1053535209.8,1011102882.5,809279473.8,1566964733.3,2248704452.7,1653811042.8,3002392571.8,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Eritrea,ERI,..,4580466.3,21737773.4,27069136.7,22150539.2,93095346.8,86449235,45097572.7,33328933,26930986.6,26931071.6,28166468.7,21231910,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Eswatini,SWZ,44204122.5,30710800.2,55050614.6,54190933.1,50538240.5,45475114.4,38640159.1,35908322.3,34283270.8,40784368.4,46891318,46205858.9,60693464.1,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Ethiopia,ETH,236158220.3,138555594.8,95805491.8,179341010.1,343948921.2,428443212.8,655513176.2,759224077.2,1049393466.4,1248304616.5,1496298334.7,1657222672.4,2224445557.8,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Gabon,GAB,175871115.8,352409678,424085605.1,452909301.7,419779628.6,423432359.6,1163723525.2,522589584.4,471391104.8,371998707.9,624129142.1,700554682.9,658328755.1,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,"Gambia, The",GMB,37730506.3,21845045.5,19514791.3,24103893.2,27366588.5,26402039.4,29565308.3,49629708.5,41180810.5,42450221,44460740.1,47404246.2,47636289.8,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Ghana,GHA,368040248.1,467600895.9,258579231.8,319121674.8,352338101.2,504189550.7,709046609.2,796651428.4,1010942766.3,1542475857.1,1980453449,2659084988.2,1901117072.9,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Guinea,GIN,169144991.6,168744139,144114325.3,105834207.1,200412257.8,177906170.4,91618857.9,85986292.4,109902374.3,83146664.8,96638500.5,106358818.6,103919531.1,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Guinea-Bissau,GNB,8425719.7,5232987.6,11625703.3,22364517.9,6863262.1,7293678.2,2026939.9,6181616.4,6522471.8,7668109.7,11917049,14334966.5,16880808,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Kenya,KEN,790872741.7,592875509.7,388963637.9,401942384.9,441893893.6,554838114.8,554848053.2,1353512689,904902563.8,1121680751.3,1550636418.2,2770388390.1,4472626268.4,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Lesotho,LSO,23287755.3,61738453.5,38256553.2,34890995.9,40726635.1,39826830.6,41734832,42543650.6,53141159.2,58018925,55915961.9,70898087.4,79807417.1,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Liberia,LBR,3195817.5,1856768.4,27442064,6142707.2,3207472.9,4607303,6427062,17484519.3,45440707,12076287.6,15078321.9,35401018.1,40873249.9,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Madagascar,MDG,222711388,117841803.1,49902655.1,61959675.5,50329464.4,72328620.1,73642867.1,99619750.6,140622401.5,123012897.3,131925176.5,119673469,113832287.6,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Malawi,MWI,132638308.4,63563365.3,38547840.4,20918516.2,22744004.5,28463631.4,44069161.8,67691445.7,70431269.3,75508701.5,71227966.2,84377210,102204349.7,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Mali,MLI,67830213.7,93739076.6,68491130.7,61563780.7,68370144.4,60273395.2,105431259.9,99435224.8,106400199.1,119565648.6,144407654.3,210474586.6,226024175,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Mauritania,MRT,145700187.9,83449901.4,78320360.5,113957610.9,126118116.2,150972125.6,171110261.5,242963482.4,242311988.5,259894802.4,320938898.7,387245665.3,382470716,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Mozambique,MOZ,78518233.6,111950203,509662317.9,671289481.7,672022765.9,477355370.3,525819552.5,762985393.6,642158959.5,544633031.3,521139688,648292004.3,970199587,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Niger,NER,98701966.2,26562840.4,37497795.5,25669208.9,32825238.5,41223975.4,74249135.4,114399693.6,88170441.4,111368080,132258666.7,124358431.5,155378310.3,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Nigeria,NGA,3335551233.7,1854815173.4,757174385.3,1256894894.2,525161711.7,1337213045.7,495656554.4,4546475359.8,1602365121.1,2492369428.1,3529002595.3,5368135702.3,5128447152.4,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Rwanda,RWA,20998827.5,36408265.4,39499847.5,51950487.4,46473003.2,85309003.2,109303459.9,169480057.9,184681575,223018477.7,241345549.9,259472826.6,169493324.7,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Sao Tome and Principe,STP,2837105,4349919.2,2100949.8,1651307.7,1665757,11354349.1,5965520.8,13810120.3,2768639.8,2627008.2,3846315.8,4645087,8873724.5,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Senegal,SEN,324151057.6,225683535.1,197408856.4,304726044.3,361363301.7,323231723.8,399468576.7,360214435.7,377369805.6,398001415.1,659631668,821149342,945907878.1,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Sierra Leone,SLE,21281872.1,47697607.1,7945164.8,11614035.9,18666727.3,20728475.7,27376909.8,35143664.3,51792937,37313655.2,58367610.7,58810849.9,64652740.4,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Somalia,SOM,10709952.1,809143.4,167530.7,228973.7,78367,219877,587929.7,34951.5,32179.9,54212.3,34668.5,62305.3,638337.7,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,South Africa,ZAF,..,4022514461.4,5296546837.5,6318558148.7,6442669593.7,10355222040.2,13219869917.5,8494514983.9,21575242744.4,14198812106.9,14738443400.8,29039108557.6,16744925493.3,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Sudan,SDN,49661471.8,247725341.5,493537081.4,496154079,537840327.3,366405390.1,297304717.7,261208147.4,523130096,293992017,236373868.2,215104441.1,195573725,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Tanzania,TZA,179035904.6,168406158.5,164005256.8,191204525.7,142743194.8,160447796.9,237055219.4,266552567.2,353533050.3,687750901.7,709380716.7,1081767688.4,1451655755.1,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Togo,TGO,85653998.2,30242868,53834765.7,36453622,15181725.6,23273075.6,53144418.7,61695487.3,61268561.2,90886741.2,93122739.1,133756359.3,117613322.2,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Uganda,UGA,144658327,75655758.9,71828186.1,63490401.6,63627429,68044859.9,87613922.9,206376587.8,94794160.5,844447357.7,187852536.7,528667694.4,300061749.6,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Zambia,ZMB,200652406.8,189354235,170407260.6,149816243,220136301.3,230504449.9,319221356.7,398493394.6,545473487,741751917.2,838084864.7,1448582909.6,2589958239.3,..
"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,Zimbabwe,ZWE,473092466.8,427266364.1,121724851.6,386941958.2,1155002008.1,742054617.8,585711389,512703708.7,662769272.9,1238011767.6,715501680.5,606091313.4,1587484663.1,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Angola,AGO,282814344.9,1679565380.7,3523080992.8,2285596902.2,2834643245.4,4192488298.5,4636393627.9,5899975196.4,5041142300.1,7400762458.2,6484030481.1,6801380355.8,7749830569.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Benin,BEN,31485725.1,59323080.7,43483892.7,38742071.1,42766781.1,55942395.6,81381909.5,71838523.2,69327300.4,88519732.5,86766232.9,209721972.8,492339221.1,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Botswana,BWA,105084120.1,67370910,44992826.2,75501054.3,73332583.2,54827579,183770808.8,56718702.3,156533793.3,159786215.7,173207550.8,175176616.4,181087605.4,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Burkina Faso,BFA,28082026.8,38208096.1,43123988.8,47646335.6,63486273.2,63853576.6,70798343.4,81459121.2,92273077.7,101030351.7,109814508.8,108216882,122683247.6,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Burundi,BDI,39711078,13927380.3,12090253,3860714.7,7849107.9,13210996.4,21452457.1,13489388.6,9411696.8,15275752.7,18389948.1,11573898.6,23110525.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Cabo Verde,CPV,5621384.1,16126554.6,31309584.4,32713922.6,35056595.7,33080440.6,37229170.3,42241992.9,41509611.9,43702343.7,50695857.9,55971219.6,61322430.4,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Cameroon,CMR,314514136,364453169.6,140724651.9,149118928,190291553.7,114851089.6,148094232.1,483166666,385453343.8,508710205.7,415017281.9,607832824.2,699776806.1,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Central African Republic,CAF,16550768.8,11760670.6,11410307.4,3048798.3,1142796.2,4280587.9,4032648.3,6343865.1,3431511,5828128.1,18432004.7,11850225.8,16449319.4,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Chad,TCD,6270412.8,22212345.4,64644368.4,61736120.2,74701759.6,79326713.7,117111977.2,588018693.4,90632666.9,124553323.2,125616907.3,176908458.4,156242478.3,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Comoros,COM,959305,2008548.5,10072429.5,4255323.8,3926713.9,7776793.3,574292.6,776282.1,7106976,4586950.3,2009427.8,2955818.6,795889,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,"Congo, Dem. Rep.",COD,137167810.9,0,466666028.2,213013960.6,252468852,276089225.5,395225605,408980785.7,356505091.1,402826791.9,300860155.9,277945568.9,1190369844,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,"Congo, Rep.",COG,463485129.9,13661854.6,176900243.3,139832948.2,134953051.2,166244041.6,433893690.3,453876590.7,371559895.8,291826343.2,323063677.4,380015057.4,489559350.6,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Cote d'Ivoire,CIV,523996772.5,670723390,773820091.3,496704984,414642186.4,298567375.3,533153033.1,595498451.3,398074927,1040551275,1747223053.9,1107912658.4,2463257292.9,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Eritrea,ERI,..,2972741.2,21552117.8,26877435.9,21958972.7,92997400.3,86269174.1,44579415.6,32570740,26869915.8,26918977.7,27992644.3,21023275.8,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Eswatini,SWZ,43429857.8,29636601.5,54484515.2,51255981.6,48464800.9,45037986.9,38148403.4,35590851.1,34181691.8,39814376,42734262.8,45810721.5,59416256.1,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Ethiopia,ETH,200871429.2,123370296.6,94775083.9,174995244.9,341477146.4,428234585.8,653332471,750584691.6,1006005959.5,1177595259.3,1429284095.5,1578863829.5,2160586328.3,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Gabon,GAB,103681856.2,312050710.5,422216325.9,450409254.3,416763163.4,421946122.3,1159955559,519018651.3,467449569.6,366510340.6,617974640.3,689286584.9,638044750.3,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,"Gambia, The",GMB,30310269.9,18660224.5,18944398.3,23414141.5,26936380.1,25904883.2,27609775.5,46279971.2,35662588.5,36266579.3,37010882.6,39274534.8,40588728.8,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Ghana,GHA,192368266.9,374351732.6,220437829.1,265748783.8,304744104.9,420242892.6,603975076.2,705117418.6,882936560.8,1422433697.7,1838656196.2,2477933860.7,1698779436.6,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Guinea,GIN,149379076.8,144216660.5,130632222.1,94620505.2,194159413.3,137308291.1,90449966.6,85375791.2,78619769.4,81888729.7,94501229.9,102144463.7,92833866.8,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Guinea-Bissau,GNB,5743282.1,4184000,9838885.4,14064948.1,5434315.5,7265443.6,1892959.6,6167979,6190677.9,6642416.7,9870344.5,10479146.5,12364603.4,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Kenya,KEN,507290736.9,442873123.8,344665204.8,350122923.1,386481428.4,493438153.9,470612185.5,1249893937.7,694455942.6,774011421.1,1178345946.9,2291060115.1,3962026508.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Lesotho,LSO,22827087.9,56109069.4,32065251.2,27248847.7,33496883.5,34999912.1,39000007.8,40923723.1,51588456,54348958.9,49358396.1,58935465,65361590.2,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Liberia,LBR,1919633.6,0,16097395.8,4333869.6,2998362.9,4550487,6181193.3,14199075.3,5070580.9,4622331.5,8003797.2,23583511.4,15670754,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Madagascar,MDG,154666855.2,102176057.8,41970787.4,53788032.1,41799709.8,59231413.8,58231106.6,75197313,120076730.8,96166320.8,114500606.4,100618040.3,96754347.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Malawi,MWI,101461261.8,50605052.5,37254830.4,19745711.8,21256293.2,24103482,35478091.6,41932310.3,45942285.9,49835973.2,48273769.2,54742489.6,82680751.2,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Mali,MLI,42859485.1,67500722.6,67653681.3,60722865.5,65972579.2,58170884.2,100079620.7,91011795.2,97465197.5,106994176.3,126557924.8,189318473.7,203136010.8,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Mauritania,MRT,117564623.4,65510231.2,77017805.5,112245192.2,124186108,148242582.3,166535813.6,238494893,235642987,247517377,303957453.8,362154377.6,354818447.2,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Mozambique,MOZ,51564340.5,54567566.3,41774803.9,93303605,81609574.3,97566293.1,187345039.8,269182871.1,425899816.4,403782319.1,420050482.7,522185949.1,835198747.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Niger,NER,17442103.1,20122049,29138927.4,17434504.5,25876538,33943638.1,65092605.5,103340448.8,77555011.1,104039106.7,124521211.7,115095815.6,142600804.3,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Nigeria,NGA,3285164233.7,1729267864.2,426303505.6,306840482.9,351585928.9,251711268.8,393272037.3,264688908.3,397600255.5,355440495.3,342903202,1434051710.6,1388570812.6,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Rwanda,RWA,15023679.5,21577212.4,11018440.3,13932398.1,18308723.6,20591411.3,37400517.2,52880983.8,56573861,64754950.2,73330491.3,80288968.2,87136274.6,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Sao Tome and Principe,STP,2331674.4,3407108.4,2053761.7,1455327.8,1441785.1,11237096.3,5268821.5,12657024.7,1753458.7,1774944.4,3264299.9,3980587.2,8204524.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Senegal,SEN,210913777.6,182318030.3,137959662.3,148126363.3,246908527.8,227998219.2,252325207.6,228091558.8,239073616.7,266315975.9,439512426.3,608307550.8,905827213.6,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Sierra Leone,SLE,16454095.4,18519447.6,7071712.3,8802201.6,13031708.6,13407910.5,16879196.9,22362752.7,21466521.2,31944673.3,37293969.7,33700847.8,40295223.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Somalia,SOM,6716272.4,0,0,0,..,..,0,0,0,0,0,0,0,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,South Africa,ZAF,..,2322322993.5,3179613189.4,3221634451.5,3730918211.9,5909821835.3,8322646453.8,4160126489,15567267795.4,4673427382.6,4501350591.7,14188681155.9,4169602607.1,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Sudan,SDN,23242735.4,184980381,479643762.6,484001216.7,520106304.8,353779342.3,286523274.2,248576897.7,514163476.4,282457419.6,225611447.5,208574548,178771527.8,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Tanzania,TZA,136474943,145125453.2,53967751.2,85229309.7,72507391.4,79530450.2,201511291,154788845.4,194195812.6,455797272.3,490838731,869770210.2,901218330.3,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Togo,TGO,60040563.5,14577797.2,52612914.4,35802448.2,14810102,22540845.1,49945160.7,48077862.2,44155947.9,65711134,60481299.7,100630870.6,90611505.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Uganda,UGA,83733081.3,46850022.7,67157910.5,60976831.6,61758767.3,66132465.1,79828120.9,95571821.6,86319312.1,101540397.5,177491570,321295465.5,281183636,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Zambia,ZMB,171106568.8,155405273.1,71257881.3,57925403,68217114.2,139491571.6,227042081,172130423.5,285715315.3,471573164.7,492146329.4,726082183.8,908116684.5,..
"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,Zimbabwe,ZWE,371628824.7,214397446.7,14174858.6,15529950.6,22151935.8,20743673.6,121018647.1,134992831.5,154031919.5,151876794.1,138585680.8,89821183.8,64428680.5,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Angola,AGO,..,28242689198.3703,73551119166.3487,75712633817.0538,78217688859.3524,85734028675.2167,91234838003.1717,97331170695.7932,100053731923.079,97228082214.3976,95934123102.2095,91890741600.357,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Benin,BEN,4069437265.49948,6498093609.04096,9305761569.83303,9481808905.23597,9802658758.61359,10228140921.7168,10968286758.7853,11676525516.7203,11841670432.1405,12228984676.8594,12893027268.3154,13769014350.9256,14715596181.992,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Botswana,BWA,5170021516.81623,8028766261.93846,11510401268.1499,12147305640.6029,13239662731.5561,13942076671.5463,15067423173.4138,15918325370.8228,15604740720.0769,15292433334.5923,15970250235.6995,16661495619.8708,17159959096.7674,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Burundi,BDI,..,1484708741.57379,1914739327.84392,2021328812.72312,2097854608.94795,2202177959.03342,2318860003.27349,2409244728.73422,2319741777.93193,2306518930.53412,2314788216.15588,2361524524.66531,2406185517.91458,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Cabo Verde,CPV,..,..,1598482239.02829,1591147121.9859,1663243911.23712,1675577707.94734,1702372729.78063,1685929894.17655,1725327389.2057,1808965387.74056,1878195186.31228,1985734679.74087,2102960773.8605,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Cameroon,CMR,15221894230.3023,16739325737.4169,25193945275.6936,25905071030.7293,26965126228.8351,28044530335.9044,29439394413.5314,31525714372.6641,33114839054.8991,34547975625.4447,35704170703.8066,37059351707.7777,38617165869.6657,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Central African Republic,CAF,..,..,2042029247.17292,2152234701.16774,2240908940.25202,2354668877.71011,1503205140.76222,1506007788.723,1574051600.55035,1650414418.57923,1775721607.05044,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Chad,TCD,..,..,8996161909.1482,10312399364.7461,10403055416.8691,11341280350.6176,11707999396.3419,12556976173.163,13154896291.0102,12465722933.5285,12155871334.7835,12423989614.7581,12819054837.3263,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Comoros,COM,575369013.574905,703585057.222458,873504286.371655,907127359.33076,944472718.30502,973830729.248073,1019510850.48379,1042086857.13766,1056759761.29424,1093362621.51779,1135446921.10444,1174798202.62872,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,"Congo, Dem. Rep.",COD,..,13432228490.5433,19333841322.7166,20654939478.4381,21809708225.9458,23155174756.463,24079325724.3209,26496434285.4779,28801119306.4892,31557205076.2908,32316537077.8847,34232703680.0986,35549870580.7892,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,"Congo, Rep.",COG,7348195675.88302,5816386904.10866,8799085684.73864,9033010283.26317,9117871814.5753,11160390866.6367,12320454804.579,14685633761.2953,19336251407.9826,17581600867.3652,16502459195.3805,16054210994.9264,16000394002.5424,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Cote d'Ivoire,CIV,..,..,23526815773.2016,23995589514.0668,22937377801.1924,25531083771.5981,27495060941.7974,30442683223.1432,33262593472.2584,35619946688.6594,37951104706.205,40420297841.2564,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Equatorial Guinea,GNQ,..,..,12473550485.7192,9578455127.71671,10333788413.2898,11562670707.6296,11696625428.1194,11946658083.2334,12812171094.9714,12135384025.7205,10773960634.0496,10025743125.4455,9721656253.97804,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Eritrea,ERI,..,1441728643.31639,1536436473.77699,1569887473.17073,1706742358.87705,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Eswatini,SWZ,2466543646.23901,3200319486.69887,4187143488.98029,4212627096.65082,4511497064.02811,4761520218.51197,5018473930.29897,5028290761.40637,5184528389.10795,4901838512.64224,4974277999.17276,4929851214.04096,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Ethiopia,ETH,..,..,..,29825574928.2445,..,..,..,..,..,..,..,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Gabon,GAB,10126082566.3043,10906126408.0465,12267435459.2164,12484463860.0323,12813824086.9688,14455773936.6943,15527570692.2407,17535670858.551,17519251371.4184,18064139744.0112,18433032480.5547,..,..,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,"Gambia, The",GMB,..,..,1428465604.53772,1513386209.48165,1383209566.55047,1457980921.95483,1498430625.1685,1474433613.59107,1533481829.34889,1571624169.43766,1647349895.4966,1756873532.16412,1862201462.70267,..
GNI (constant 2010 US$),NY.GNP.MKTP.KD,Ghana,GHA,..,..,29711725529.2135,31663124545.4545,35574136450.6401,38028637300.739,42117963977.3883,42833023148.457,44665860992.6764,45918520014.6211,49235477730.4968,..,..,..
